,ID,number_of_rooms,size,parking,residential_complex,ceiling_height,garbage_chute,monthly_payment,floor,amenities,distance,bathroom_encoded,simplify_balcony,allow_pets_children_encoded,flat_floor,floor_index,elevator_encoded,refurbishment_encoded
19351,246826784,3,100.0,0,0,3.461931892599869,1,95000.0,8,0.8999999999999999,6.051544551750535,0.0,0.5,0.0,4,0.5,0.21212121212121213,0.5
19352,266341812,4,106.0,0,0,3.461931892599869,1,95000.0,8,0.5,7.411477230242269,0.0,0.5,0.0,8,1.0,0.21212121212121213,0.75
19353,252792866,4,100.0,1,0,3.0,0,100000.0,10,0.8999999999999999,7.411477230242269,0.42105263157894735,0.0,0.3333333333333333,2,0.2,0.3939393939393939,0.5
19354,274482124,2,65.0,1,1,3.0,1,100000.0,22,0.9999999999999999,7.411477230242269,0.5263157894736842,0.0,0.3333333333333333,3,0.13636363636363635,0.4545454545454546,0.5
19355,253755626,2,53.0,1,1,2.967732260424287,1,119000.0,4,0.8999999999999999,6.051544551750535,0.05263157894736842,0.0,1.0,2,0.5,0.21212121212121213,0.25
19356,274762082,2,56.0,0,1,2.967732260424287,1,120000.0,9,0.8999999999999999,6.051544551750535,0.21052631578947367,0.5,1.0,3,0.3333333333333333,0.21212121212121213,0.25
19357,274916487,2,65.0,1,1,3.03741182840023,0,150000.0,22,0.7999999999999999,6.051544551750535,0.2631578947368421,0.0,0.0,11,0.5,0.4545454545454546,0.25
19358,274701005,2,60.0,1,1,3.8,0,150000.0,6,0.7,6.051544551750535,0.21052631578947367,0.0,0.3333333333333333,6,1.0,0.42424242424242425,0.25
19359,271716011,3,83.0,1,0,3.0,1,150000.0,22,0.8999999999999999,6.051544551750535,0.42105263157894735,0.5,1.0,15,0.6818181818181818,0.42424242424242425,0.25
19360,273775479,3,110.0,1,0,3.03741182840023,1,160000.0,12,0.5,7.411477230242269,0.2631578947368421,0.5,0.3333333333333333,6,0.5,0.21212121212121213,0.25
19361,264022062,3,100.0,1,0,2.6,1,180000.0,25,0.7,11.218102854756328,0.42105263157894735,0.0,0.0,5,0.2,0.5454545454545454,0.25
19362,270370805,1,30.7,1,0,2.8,1,40000.0,8,0.5,7.411477230242269,0.0,0.5,0.0,2,0.25,0.21212121212121213,0.5
19363,271820897,2,55.0,0,0,3.461931892599869,1,75000.0,9,0.7999999999999999,6.051544551750535,0.21052631578947367,0.0,0.0,4,0.4444444444444444,0.3939393939393939,0.5
19364,269811570,2,42.0,0,0,2.64,1,40000.0,14,0.4,6.051544551750535,0.0,0.5,0.0,1,0.07142857142857142,0.3939393939393939,0.75
19365,274770953,1,38.0,1,0,2.48,1,38000.0,16,0.5,6.051544551750535,0.21052631578947367,0.5,1.0,9,0.5625,0.3939393939393939,0.75
19366,243315870,1,40.0,0,0,3.461931892599869,1,40000.0,9,0.6,7.411477230242269,0.21052631578947367,0.5,0.0,8,0.8888888888888888,0.21212121212121213,0.75
19367,274301720,2,36.0,1,0,3.461931892599869,1,42000.0,9,0.6,7.411477230242269,0.21052631578947367,0.0,0.0,2,0.2222222222222222,0.21212121212121213,0.75
19368,273560030,2,56.0,1,0,3.461931892599869,1,47000.0,8,0.6,7.411477230242269,0.0,0.5,0.0,7,0.875,0.21212121212121213,0.75
